shipment_id,entry_no,hs_code,product_desc,supplier,country_origin,country_destination,declared_value_usd,invoice_value_usd,weight_kg,volume_m3,broker,port_of_entry,entry_date,accepted_date,release_date,duty_amount_usd,tax_amount_usd,broker_fee_usd,incoterm,license_required,license_obtained,fta_claimed,restricted_party_pass,container_number,slow_clearance
SHIP003580,22EMKIM406762,627824,CARPETS,TechGlobal Ltd,NIGERIA,GHANA,46958.42,49272.65,3845.67,2.52,DHL GLOBAL FORWARDING,CASABLANCA,2026-05-26 23:35:56,2026-05-27 02:35:56,2026-05-29 22:35:56,3266.59,8036.0,286.03,DAP,N,N,COMESA,Y,AMZN338140,Y
SHIP003581,22EMKIM406012,,ENGINE COMPONENT,MetalWorks Foundry,TURKEY,TANZANIA,90688.54,93347.71,2452.57,3.16,BOLLORE LOGISTICS,LAGOS,2026-02-04 23:35:56,2026-02-05 04:35:56,2026-02-09 17:35:56,19675.47,17658.24,390.81,CFR,N,N,AFCFTA,Y,AMZN756948,Y
SHIP003582,22EMKIM419616,303536,ANTIBIOTICS,TechGlobal Ltd,RWANDA,UGANDA,117124.63,117620.0,4881.86,13.67,BOLLORE LOGISTICS,MOMBASA,2025-09-24 23:35:56,2025-09-25 00:35:56,2025-09-29 19:35:56,6696.58,19811.39,338.92,DDP,N,N,AFCFTA,Y,AMZN773377,Y
SHIP003583,22EMKIM426610,848351,COMPRESSOR,MediCare Solutions,MALAYSIA,NIGERIA,143253.85,137710.82,3756.44,15.91,AGILITY LOGISTICS,MOMBASA ICD,2026-02-12 23:35:56,2026-02-13 04:35:56,2026-02-13 17:35:56,7546.36,24128.03,100.32,CFR,N,N,AFCFTA,Y,AMZN800866,N
SHIP003584,22EMKIM470707,393937,PVC FILM,AgriTech Solutions,NIGERIA,NIGERIA,26199.89,25582.56,1721.87,12.4,AGILITY LOGISTICS,CAPE TOWN,2026-05-08 23:35:56,2026-05-09 01:35:56,2026-05-10 13:35:56,1930.72,4500.9,209.41,CFR,N,N,AFCFTA,Y,AMZN619731,N
SHIP003585,22EMKIM478334,734983,ALUMINIUM SHEETS,AutoParts International,INDIA,GHANA,128896.9,134631.11,4587.09,15.01,KUEHNE NAGEL,CAPE TOWN,2026-02-05 23:35:56,2026-02-06 02:35:56,2026-02-07 06:35:56,22952.04,24295.83,163.44,CIF,N,N,SADC,Y,AMZN879953,N
SHIP003586,22EMKIM482231,,TYRES,ElectroTech Manufacturing,COTE DIVOIRE,UGANDA,112869.27,113444.8,2427.45,7.45,BOLLORE LOGISTICS,LAGOS,2026-07-12 23:35:56,2026-07-13 01:35:56,2026-07-17 13:35:56,5999.62,19019.02,310.21,EXW,N,N,COMESA,Y,AMZN600378,Y
SHIP003587,22EMKIM487281,401595,TYRES,Industrial Supply Co,UK,KENYA,127619.86,129337.23,1129.15,10.72,EXPEDITORS INTERNATIONAL,ALEXANDRIA,2026-03-11 23:35:56,2026-03-12 02:35:56,2026-03-12 06:35:56,7275.75,21583.3,340.25,DDP,N,N,SADC,Y,AMZN449454,N
SHIP003588,22EMKIM406701,401917,CONVEYOR BELTS,PharmaLife Sciences,CHINA,UGANDA,73025.84,73171.55,3902.63,7.7,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-02-26 23:35:56,2026-02-27 03:35:56,2026-02-27 02:35:56,7225.53,12840.22,261.94,CIF,N,N,COMESA,Y,AMZN847455,N
SHIP003589,22EMKIM456993,301576,MEDICINAL PREPARATIONS,GreenEnergy Systems,MALAYSIA,TANZANIA,123052.1,180222.4,3980.91,17.63,DHL GLOBAL FORWARDING,MOMBASA,2026-03-02 23:35:56,2026-03-03 02:35:56,2026-03-03 01:35:56,7911.76,20954.22,280.09,CFR,N,N,NONE,Y,AMZN986016,N
SHIP003590,22EMKIM406243,735140,STEEL BARS,ElectroTech Manufacturing,VIETNAM,UGANDA,79271.4,79397.88,1842.5,13.8,DHL GLOBAL FORWARDING,LAGOS,2026-01-16 23:35:56,2026-01-17 03:35:56,2026-01-18 22:35:56,11925.98,14591.58,179.35,DAP,N,N,AFCFTA,Y,AMZN628699,N
SHIP003591,22EMKIM416383,629845,GARMENTS,Industrial Supply Co,UK,GHANA,88457.35,92822.91,3980.97,13.97,DHL GLOBAL FORWARDING,MOMBASA,2026-06-30 23:35:56,2026-07-01 01:35:56,2026-07-01 22:35:56,6745.5,15232.46,242.45,DDP,N,N,AFCFTA,Y,AMZN527924,N
SHIP003592,22EMKIM466193,,GARMENTS,ChemCorp Industries,TURKEY,UGANDA,101130.52,106045.71,4934.88,9.96,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-10-09 23:35:56,2025-10-10 01:35:56,2025-10-11 19:35:56,6874.55,17280.81,232.99,FOB,N,N,COMESA,Y,AMZN833527,N
SHIP003593,22EMKIM403428,879967,BRAKE SYSTEM,PharmaLife Sciences,UK,GHANA,54911.71,53329.42,675.65,10.08,KUEHNE NAGEL,CAPE TOWN,2026-08-28 23:35:56,2026-08-29 01:35:56,2026-08-29 01:35:56,11323.78,10597.68,185.31,EXW,N,N,COMESA,N,AMZN154874,N
SHIP003594,22EMKIM499741,859708,SOLAR PANEL,AutoParts International,CHINA,TANZANIA,58798.3,57724.63,484.87,11.98,DHL GLOBAL FORWARDING,MOMBASA,2026-02-16 23:35:56,2026-02-17 01:35:56,2026-02-18 05:35:56,3476.91,9964.03,284.78,DAP,N,N,COMESA,Y,AMZN625095,N
SHIP003595,22EMKIM467240,875905,BATTERY,Industrial Supply Co,THAILAND,UGANDA,23919.06,31669.89,476.35,17.73,DHL GLOBAL FORWARDING,ABIDJAN,2025-10-30 23:35:56,2025-10-31 01:35:56,2025-10-31 12:35:56,3788.4,4433.19,248.15,EXW,N,N,NONE,Y,AMZN266631,N
SHIP003596,22EMKIM471187,709562,GLASS TUBES,TextileWorld Exports,ZAMBIA,NIGERIA,142085.99,138090.2,524.65,18.41,DHL GLOBAL FORWARDING,CASABLANCA,2025-10-22 23:35:56,2025-10-23 01:35:56,2025-10-23 02:35:56,10110.1,24351.37,209.45,CFR,N,N,EAC,Y,AMZN829169,N
SHIP003597,22EMKIM406565,623382,LINEN,AgriTech Solutions,COTE DIVOIRE,SOUTH AFRICA,24124.37,23172.1,3197.01,4.12,KUEHNE NAGEL,MOMBASA,2026-04-21 23:35:56,2026-04-22 03:35:56,2026-04-24 21:35:56,1844.3,4154.99,213.6,CIF,N,N,NONE,Y,AMZN736790,Y
SHIP003598,22EMKIM409774,702360,GLASS BOTTLES,PlastiPack Ltd,USA,KENYA,96951.61,93200.57,3067.15,8.18,KUEHNE NAGEL, MOMBASA ,2026-09-05 23:35:56,2026-09-06 03:35:56,2026-09-06 04:35:56,7108.42,16649.6,209.17,CFR,N,N,AFCFTA,Y,AMZN501284,N
SHIP003599,22EMKIM409784,946825,MATTRESSES,TechGlobal Ltd,DRC,TANZANIA,38022.89,36713.0,3041.94,3.89,BOLLORE LOGISTICS,CAPE TOWN,2026-01-16 23:35:56,2026-01-17 02:35:56,,3128.98,6584.3,249.83,FOB,N,N,SADC,Y,AMZN529590,N
SHIP003600,22EMKIM426806,,OFFICE CHAIRS,Industrial Supply Co,TANZANIA,UGANDA,34170.29,34096.48,1954.18,3.35,DHL GLOBAL FORWARDING,LAGOS,2026-02-01 23:35:56,2026-02-02 03:35:56,2026-02-03 18:35:56,3365.71,6005.76,261.71,DDP,N,N,AFCFTA,Y,AMZN554519,N
SHIP003601,22EMKIM497482,306450,VACCINES,TextileWorld Exports,MALAYSIA,NIGERIA,105599.06,108414.13,4382.7,7.16,PANALPINA,LAGOS,2026-01-20 23:35:56,2026-01-21 03:35:56,2026-01-25 05:35:56,15518.29,19378.78,431.8,EXW,Y,Y,COMESA,Y,AMZN867111,Y
SHIP003602,22EMKIM441414,,CARPETS,PlastiPack Ltd,GERMANY,UGANDA,149878.79,149583.93,380.4,17.29,KUEHNE NAGEL,MOMBASA,2026-01-23 23:35:56,2026-01-24 04:35:56,2026-01-24 20:35:56,11639.71,25842.96,229.7,DAP,N,N,COMESA,Y,AMZN789649,N
SHIP003603,22EMKIM490776,401680,CONVEYOR BELTS,PlastiPack Ltd,GHANA,TANZANIA,98100.81,102095.07,2602.73,1.04,DHL GLOBAL FORWARDING,ABIDJAN,2026-01-20 23:35:56,2026-01-21 04:35:56,2026-01-21 06:35:56,7406.56,16881.18,226.86,FOB,N,N,EAC,Y,AMZN908445,N
SHIP003604,22EMKIM485525,879638,BRAKE SYSTEM,AgriTech Solutions,CHINA,UGANDA,54420.53,55806.59,4595.38,13.63,KUEHNE NAGEL,CAPE TOWN,2025-12-21 23:35:56,2025-12-22 00:35:56,2025-12-22 03:35:56,8206.83,10020.38,186.64,DDP,N,N,AFCFTA,Y,AMZN187407,N
SHIP003605,22EMKIM469802,621087,CARPETS,ChemCorp Industries,COTE DIVOIRE,TANZANIA,103314.49,130354.34,3485.23,14.78,DHL GLOBAL FORWARDING,CASABLANCA,2025-10-23 23:35:56,2025-10-24 03:35:56,2025-10-25 08:35:56,7577.8,17742.77,226.87,CIF,N,N,AFCFTA,Y,AMZN694068,N
SHIP003606,22EMKIM472144,949375,METAL FURNITURE,GreenEnergy Systems,SOUTH KOREA,KENYA,67270.23,99059.24,2684.53,14.3,KUEHNE NAGEL,CASABLANCA,2026-04-06 23:35:56,2026-04-07 01:35:56,2026-04-08 16:35:56,5991.1,11721.81,200.92,EXW,N,N,EAC,Y,AMZN610464,N
SHIP003607,22EMKIM498785,851996,BATTERY MODULE,ChemCorp Industries,ANGOLA,NIGERIA,77184.65,77120.41,3278.84,13.24,KUEHNE NAGEL,MOMBASA,2025-12-14 23:35:56,2025-12-15 02:35:56,2025-12-16 20:35:56,7794.87,13596.72,189.36,EXW,N,N,COMESA,Y,AMZN871724,N
SHIP003608,22EMKIM491363,845741,GENERATOR,TextileWorld Exports,china,TANZANIA,32502.95,31379.72,2247.64,0.2,panalpina,ABIDJAN,2025-10-09 23:35:56,2025-10-10 03:35:56,2025-10-10 11:35:56,2486.23,5598.27,319.68,DDP,N,N,EAC,Y,AMZN801582,N
SHIP003609,22EMKIM475159,841791,GENERATOR,TextileWorld Exports,CHINA,GHANA,56030.56,72862.52,4621.38,16.06,BOLLORE LOGISTICS,ALEXANDRIA,2026-08-22 23:35:56,2026-08-23 00:35:56,2026-08-26 09:35:56,3958.16,9598.2,346.28,FOB,N,N,SADC,N,AMZN314457,Y
SHIP003610,22EMKIM439169,622385,CARPETS,MediCare Solutions,MOZAMBIQUE,SOUTH AFRICA,90974.59,92710.28,2733.53,19.8,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-06-28 23:35:56,2026-06-29 04:35:56,2026-06-29 11:35:56,5943.98,15506.97,151.38,CIF,N,N,NONE,Y,AMZN270023,N
SHIP003611,22EMKIM443208,392751,POLYTHENE BAGS,PharmaLife Sciences,USA,GHANA,80713.79,78570.38,623.05,2.06,BOLLORE LOGISTICS,CASABLANCA,2026-07-18 23:35:56,2026-07-19 04:35:56,2026-07-19 12:35:56,4596.11,13649.58,391.38,EXW,N,N,EAC,Y,AMZN828859,N
SHIP003612,22EMKIM482785,948216,METAL FURNITURE,AgriTech Solutions,GERMANY,NIGERIA,66976.15,64024.46,1590.84,15.4,BOLLORE LOGISTICS,MOMBASA,2025-12-17 23:35:56,2025-12-18 03:35:56,2025-12-19 01:35:56,5424.75,11584.14,369.29,CIF,N,N,EAC,N,AMZN808868,N
SHIP003613,22EMKIM428520,943509,MATTRESSES,MediCare Solutions,KENYA,SOUTH AFRICA,18694.55,19416.11,3181.46,6.01,BOLLORE LOGISTICS,DURBAN,2026-07-17 23:35:56,2026-07-18 01:35:56,2026-07-19 10:35:56,1210.63,3184.83,361.86,FOB,N,N,COMESA,Y,AMZN529480,N
SHIP003614,22EMKIM429548,628932,TEXTILE YARN,MetalWorks Foundry,SOUTH KOREA,NIGERIA,52400.62,51583.0,3844.23,7.79,DHL GLOBAL FORWARDING,MOMBASA,2026-04-20 23:35:56,2026-04-21 02:35:56,2026-04-22 06:35:56,4088.92,9038.33,218.55,DAP,N,N,NONE,Y,AMZN940456,N
SHIP003615,22EMKIM487998,708325,GLASS BOTTLES,AutoParts International,VIETNAM,NIGERIA,66296.0,69257.76,4184.84,5.49,PANALPINA,MOMBASA,2025-11-22 23:35:56,2025-11-23 02:35:56,2025-11-27 08:35:56,5679.33,11516.05,407.57,FOB,N,N,AFCFTA,Y,AMZN988909,Y
SHIP003616,22EMKIM474096,307744,LAB REAGENTS,MediCare Solutions,TURKEY,GHANA,99308.57,103103.39,1674.37,14.5,PANALPINA,DURBAN,2025-11-25 23:35:56,2025-11-26 03:35:56,2025-11-27 20:35:56,14810.82,18259.1,209.42,DAP,N,N,NONE,Y,AMZN918679,N
SHIP003617,22EMKIM409560,845303,INDUSTRIAL MACHINE,PharmaLife Sciences,VIETNAM,UGANDA,15091.65,14839.75,1864.06,18.06,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-08-27 23:35:56,2026-08-28 00:35:56,2026-08-29 19:35:56,1023.92,2578.49,241.9,DDP,N,N,AFCFTA,Y,AMZN827356,N
SHIP003618,22EMKIM472510,735370,METAL FABRICATIONS,PharmaLife Sciences,NIGERIA,TANZANIA,45842.92,47398.92,3937.33,14.71,BOLLORE LOGISTICS,ABIDJAN,2025-11-22 23:35:56,2025-11-23 04:35:56,2025-11-23 13:35:56,7593.53,8549.83,220.85,CFR,N,N,EAC,Y,AMZN374401,N
SHIP003619,22EMKIM482254,871724,BRAKE SYSTEM,TextileWorld Exports,RWANDA,NIGERIA,102679.37,143903.47,1140.89,10.48,AGILITY LOGISTICS,CASABLANCA,2025-11-28 23:35:56,2025-11-29 02:35:56,2025-11-30 13:35:56,18289.7,19355.05,233.47,DAP,N,N,COMESA,Y,AMZN880883,N
SHIP003620,22EMKIM402368,875382,MOTOR VEHICLE PARTS,GreenEnergy Systems,THAILAND,GHANA,6660.32,9387.39,599.56,11.84,DHL GLOBAL FORWARDING,ALEXANDRIA,2025-10-03 23:35:56,2025-10-04 03:35:56,2025-10-05 15:35:56,1287.51,1271.65,161.59,EXW,N,N,NONE,Y,AMZN458048,N
SHIP003621,22EMKIM401402,398865,PVC FILM,AutoParts International,MOZAMBIQUE,TANZANIA,84418.02,88121.78,2305.45,5.94,PANALPINA,TEMA,2025-10-20 23:35:56,2025-10-21 03:35:56,2025-10-21 07:35:56,6942.83,14617.74,431.97,CFR,N,N,AFCFTA,Y,AMZN575031,N
SHIP003622,22EMKIM423232,404684,CONVEYOR BELTS,PharmaLife Sciences,NIGERIA,NIGERIA,54360.26,55314.38,3564.04,15.63,BOLLORE LOGISTICS,MOMBASA ICD,2026-08-08 23:35:56,2026-08-09 03:35:56,2026-08-10 11:35:56,2723.74,9133.44,201.14,DDP,N,N,COMESA,Y,AMZN743596,N
SHIP003623,22EMKIM433535,707914,GLASS BOTTLES,GreenEnergy Systems,INDIA,KENYA,117452.28,122236.18,4447.79,18.84,KUEHNE NAGEL,LAGOS,2026-06-16 23:35:56,2026-06-17 03:35:56,2026-06-18 09:35:56,11302.44,20600.76,152.23,CIF,N,N,AFCFTA,Y,AMZN936581,N
SHIP003624,22EMKIM476354,847955,INDUSTRIAL MACHINE,AgriTech Solutions,rwanda,GHANA,85487.0,83054.5,3479.85,2.68,bollore logistics,ALEXANDRIA,2026-03-22 23:35:56,2026-03-23 03:35:56,2026-03-23 02:35:56,6784.81,14763.49,229.4,EXW,N,N,NONE,Y,AMZN634629,N
SHIP003625,22EMKIM493812,733527,WIRE PRODUCTS,ElectroTech Manufacturing,COTE DIVOIRE,GHANA,121972.54,118242.27,3544.05,14.49,DHL GLOBAL FORWARDING,CASABLANCA,2026-07-12 23:35:56,2026-07-13 00:35:56,2026-07-17 01:35:56,24604.62,23452.35,169.06,CIF,N,N,SADC,Y,AMZN235673,Y
SHIP003626,22EMKIM473225,738778,ALUMINIUM SHEETS,MetalWorks Foundry,ZAMBIA,NIGERIA,83181.05,111900.04,3004.38,3.03,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-02-04 23:35:56,2026-02-05 00:35:56,2026-02-09 06:35:56,13514.87,15471.35,252.79,DAP,N,N,NONE,Y,AMZN334143,Y
SHIP003627,22EMKIM415419,397854,PVC FILM,ElectroTech Manufacturing,INDIA,SOUTH AFRICA,122164.36,116299.71,2571.17,5.64,BOLLORE LOGISTICS,TEMA,2026-06-04 23:35:56,2026-06-05 04:35:56,2026-06-06 11:35:56,6124.03,20526.14,420.57,CIF,N,N,NONE,Y,AMZN491459,N
SHIP003628,22EMKIM409283,942687,MATTRESSES,MediCare Solutions,,NIGERIA,43120.94,41071.17,4209.24,13.42,KUEHNE NAGEL,MOMBASA,2026-06-17 23:35:56,2026-06-18 01:35:56,2026-06-18 13:35:56,2485.23,7296.99,182.06,CIF,N,N,EAC,Y,AMZN461018,N
SHIP003629,22EMKIM454497,878345,ENGINE COMPONENT,MetalWorks Foundry,SOUTH KOREA,NIGERIA,9700.26,9556.4,2655.31,4.67,AGILITY LOGISTICS,ALEXANDRIA,2026-04-15 23:35:56,2026-04-16 03:35:56,2026-04-17 21:35:56,1732.8,1829.29,230.32,CFR,N,N,AFCFTA,Y,AMZN532969,N
SHIP003630,22EMKIM480243,846855,PUMP,AgriTech Solutions,ETHIOPIA,TANZANIA,62153.88,63740.27,2827.15,5.53,DHL GLOBAL FORWARDING,TEMA,2026-01-28 23:35:56,2026-01-29 01:35:56,2026-01-30 01:35:56,3227.15,10460.96,178.82,FOB,N,N,SADC,Y,AMZN501244,N
SHIP003631,22EMKIM418458,851819,BATTERY MODULE,PharmaLife Sciences,ZAMBIA,GHANA,20448.05,20734.02,3730.06,15.93,KUEHNE NAGEL,LAGOS,2026-02-14 23:35:56,2026-02-15 03:35:56,2026-02-16 16:35:56,2342.17,3646.44,171.95,CFR,N,N,SADC,Y,AMZN691786,N
SHIP003632,22EMKIM494598,848995,CONVEYOR BELT,AgriTech Solutions,THAILAND,TANZANIA,59661.11,56799.31,4612.43,5.55,DHL GLOBAL FORWARDING,DURBAN,2026-03-17 23:35:56,2026-03-18 04:35:56,2026-03-19 09:35:56,3494.48,10104.89,213.66,FOB,N,N,NONE,Y,AMZN219675,N
SHIP003633,22EMKIM401101,408286,CONVEYOR BELTS,MediCare Solutions,NIGERIA,KENYA,14876.56,14967.06,2412.71,1.47,KUEHNE NAGEL,CAPE TOWN,2026-09-09 23:35:56,2026-09-10 03:35:56,2026-09-11 00:35:56,1457.48,2613.45,265.85,DDP,N,N,SADC,Y,AMZN483316,N
SHIP003634,22EMKIM460089,397468,POLYTHENE BAGS,GreenEnergy Systems,kenya,GHANA,148308.89,147362.26,3109.44,12.39,panalpina,TEMA,2026-03-27 23:35:56,2026-03-28 03:35:56,2026-03-28 12:35:56,9303.16,25217.93,217.06,DDP,N,N,NONE,Y,AMZN975485,N
SHIP003635,22EMKIM420612,405353,TYRES,MetalWorks Foundry,CHINA,TANZANIA,104165.29,103118.8,3558.58,4.51,KUEHNE NAGEL,DURBAN,2025-12-16 23:35:56,2025-12-17 00:35:56,2025-12-17 03:35:56,6277.53,17670.85,269.74,EXW,N,N,COMESA,Y,AMZN784604,N
SHIP003636,22EMKIM494358,392458,PLASTIC COMPONENTS,Industrial Supply Co,CAMEROON,KENYA,130805.8,136105.05,1011.81,13.17,AGILITY LOGISTICS,CAPE TOWN,2026-02-13 23:35:56,2026-02-14 02:35:56,2026-02-15 08:35:56,12725.54,22965.01,125.51,EXW,N,N,AFCFTA,Y,AMZN515504,N
SHIP003637,22EMKIM452634,735305X,STEEL BARS,AutoParts International,COTE DIVOIRE,SOUTH AFRICA,70395.88,71951.4,2134.58,10.61,AGILITY LOGISTICS,ALEXANDRIA,2026-06-29 23:35:56,2026-06-30 00:35:56,,11228.81,13059.95,176.33,FOB,N,N,NONE,Y,AMZN870304,Y
SHIP003638,22EMKIM408259,733922,STEEL BARS,PharmaLife Sciences,THAILAND,UGANDA,140158.5,194263.13,2257.03,11.26,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-07-05 23:35:56,2026-07-06 00:35:56,2026-07-08 00:35:56,28453.0,26977.84,234.87,EXW,N,N,NONE,Y,AMZN270259,Y
SHIP003639,22EMKIM465104,847699,PUMP,ElectroTech Manufacturing,CAMEROON,TANZANIA,108037.59,110280.97,3329.94,18.85,PANALPINA,MOMBASA,2025-11-22 23:35:56,2025-11-23 03:35:56,2025-11-27 21:35:56,5672.15,18193.56,264.12,DDP,N,N,NONE,Y,AMZN983890,Y
SHIP003640,22EMKIM471873,858102,TELECOM EQUIPMENT,MetalWorks Foundry,VIETNAM,NIGERIA,75471.57,75111.3,333.59,0.48,BOLLORE LOGISTICS,CASABLANCA,2025-12-24 23:35:56,2025-12-25 01:35:56,2025-12-28 14:35:56,7664.76,13301.81,222.53,EXW,N,N,NONE,Y,AMZN828868,Y
SHIP003641,22EMKIM401531,628303,CARPETS,AgriTech Solutions,GHANA,SOUTH AFRICA,5850.79,5713.2,1288.03,9.63,AGILITY LOGISTICS,CAPE TOWN,2025-11-10 23:35:56,2025-11-11 01:35:56,2025-11-11 11:35:56,502.7,1016.56,347.81,CFR,N,N,EAC,Y,AMZN385875,N
SHIP003642,22EMKIM472656,409578,RUBBER HOSES,PharmaLife Sciences,NIGERIA,NIGERIA,131421.89,127208.69,258.59,18.8,BOLLORE LOGISTICS,LAGOS,2025-11-14 23:35:56,2025-11-15 01:35:56,2025-11-15 19:35:56,11982.43,22944.69,360.92,DDP,N,N,NONE,Y,AMZN718866,N
SHIP003643,22EMKIM421667,879767,MOTOR VEHICLE PARTS,ElectroTech Manufacturing,TURKEY,SOUTH AFRICA,111325.2,108824.38,1173.96,5.37,DHL GLOBAL FORWARDING,MOMBASA ICD,2026-06-08 23:35:56,2026-06-09 03:35:56,2026-06-10 01:35:56,25828.85,21944.65,275.36,DDP,N,N,EAC,Y,AMZN748386,N
SHIP003644,22EMKIM440645,841380,GENERATOR,AutoParts International,THAILAND,KENYA,92160.05,96368.27,4946.38,3.13,KUEHNE NAGEL,MOMBASA,2025-12-13 23:35:56,2025-12-14 03:35:56,2025-12-17 01:35:56,7849.41,16001.51,197.98,DAP,N,N,EAC,Y,AMZN408754,Y
SHIP003645,22EMKIM491470,709005,GLASS TUBES,ElectroTech Manufacturing,TURKEY,NIGERIA,129733.52,169295.46,104.73,2.07,DHL GLOBAL FORWARDING,TEMA,2025-11-14 23:35:56,2025-11-15 01:35:56,2025-11-15 04:35:56,11041.01,22523.92,194.81,FOB,N,N,EAC,Y,AMZN484612,N
SHIP003646,22EMKIM491709,306788,ANTIBIOTICS,Industrial Supply Co,USA,UGANDA,26667.23,26196.52,3567.05,18.95,KUEHNE NAGEL,DAR ES SALAAM,2026-05-27 23:35:56,2026-05-28 01:35:56,2026-05-29 15:35:56,2206.69,4619.83,175.25,DAP,Y,Y,SADC,Y,AMZN570246,N
SHIP003647,22EMKIM473342,409775,RUBBER SEALS,PlastiPack Ltd,TURKEY,GHANA,127043.49,126612.32,383.08,18.62,BOLLORE LOGISTICS,MOMBASA,2026-06-04 23:35:56,2026-06-05 01:35:56,2026-06-06 02:35:56,9657.09,21872.09,241.84,CFR,N,N,AFCFTA,Y,AMZN423546,N
SHIP003648,22EMKIM430040,706107,GLASS TUBES,ElectroTech Manufacturing,TURKEY,GHANA,24381.63,48763.26,3906.13,2.62,PANALPINA,ALEXANDRIA,2026-07-01 23:35:56,2026-07-02 00:35:56,2026-07-03 01:35:56,4012.43,8616.03,207.63,CIF,N,N,AFCFTA,Y,AMZN142696,N
SHIP003649,22EMKIM456704,941021,MATTRESSES,GreenEnergy Systems,THAILAND,TANZANIA,37763.64,38715.01,2701.9,12.6,BOLLORE LOGISTICS, PORT ELIZABETH ,2026-06-30 23:35:56,2026-07-01 02:35:56,2026-07-02 12:35:56,2074.03,6374.03,265.18,DAP,N,N,COMESA,Y,AMZN285100,N
SHIP003650,22EMKIM446273,621234,CARPETS,TextileWorld Exports,THAILAND,TANZANIA,134364.18,131702.27,1146.72,5.84,DHL GLOBAL FORWARDING,ALEXANDRIA,2026-05-13 23:35:56,2026-05-14 01:35:56,2026-05-17 12:35:56,8567.71,22869.1,189.78,FOB,N,N,NONE,Y,AMZN143991,Y
SHIP003651,22EMKIM488137,625822,GARMENTS,PharmaLife Sciences,THAILAND,SOUTH AFRICA,64015.82,64222.62,1486.06,7.06,BOLLORE LOGISTICS,LAGOS,2025-10-20 23:35:56,2025-10-21 02:35:56,2025-10-25 23:35:56,5832.68,11175.76,247.37,FOB,N,N,NONE,Y,AMZN829887,Y
SHIP003652,22EMKIM472708,731398,ALUMINIUM SHEETS,ChemCorp Industries,COTE DIVOIRE,TANZANIA,71138.555,142277.11,4760.06,2.19,DHL GLOBAL FORWARDING,MOMBASA,2026-07-19 23:35:56,2026-07-20 00:35:56,2026-07-22 21:35:56,27461.15,26080.97,150.7,CIF,N,N,AFCFTA,Y,AMZN938898,Y
SHIP003653,22EMKIM431535,846749,INDUSTRIAL MACHINE,GreenEnergy Systems,RWANDA,TANZANIA,83734.49,82327.13,1434.19,3.26,BOLLORE LOGISTICS,NAIROBI,2026-07-03 23:35:56,2026-07-04 03:35:56,2026-07-04 04:35:56,4971.08,14192.89,327.47,EXW,N,N,SADC,Y,AMZN667860,N
SHIP003654,22EMKIM413716,,TELECOM EQUIPMENT,PharmaLife Sciences,morocco,TANZANIA,52739.02,51011.97,523.19,13.79,dhl global forwarding,ALEXANDRIA,2025-10-05 23:35:56,2025-10-06 04:35:56,2025-10-06 15:35:56,5647.16,9341.79,177.43,EXW,N,N,AFCFTA,Y,AMZN807133,N
SHIP003655,22EMKIM489490,842784,CONVEYOR BELT,PharmaLife Sciences,TURKEY,SOUTH AFRICA,123142.03,156848.7,3042.28,19.9,AGILITY LOGISTICS,ALEXANDRIA,2025-10-05 23:35:56,2025-10-06 01:35:56,2025-10-06 12:35:56,7811.89,20952.63,374.24,DDP,N,N,AFCFTA,Y,AMZN379986,N
SHIP003656,22EMKIM428637,405578,RUBBER SHEETS,MediCare Solutions,INDIA,GHANA,148546.13,143215.28,4712.94,17.68,DHL GLOBAL FORWARDING, MOMBASA ICD ,2025-12-07 23:35:56,2025-12-08 00:35:56,2025-12-10 15:35:56,10699.87,25479.36,165.11,CFR,N,N,COMESA,Y,AMZN256917,Y
SHIP003657,22EMKIM418413,845122,PUMP,ChemCorp Industries,JAPAN,KENYA,72204.56,69805.29,2983.5,1.36,DHL GLOBAL FORWARDING,CAPE TOWN,2026-05-28 23:35:56,2026-05-29 02:35:56,2026-06-02 02:35:56,5728.04,12469.22,204.77,FOB,N,N,COMESA,Y,AMZN211890,Y
SHIP003658,22EMKIM469560,393378,PVC FILM,PlastiPack Ltd,JAPAN,TANZANIA,68081.76,66265.52,537.96,19.51,DHL GLOBAL FORWARDING,MOMBASA,2026-07-28 23:35:56,2026-07-29 03:35:56,,3424.69,11441.03,154.31,DAP,N,N,AFCFTA,Y,AMZN194258,Y
SHIP003659,22EMKIM469776,844681,COMPRESSOR,PharmaLife Sciences,JAPAN,KENYA,6931.31,6663.15,4683.13,9.48,DHL GLOBAL FORWARDING,DURBAN,2025-11-23 23:35:56,2025-11-24 03:35:56,2025-11-25 10:35:56,640.68,1211.52,162.04,DAP,N,N,NONE,Y,AMZN387828,N
SHIP003660,22EMKIM487192,846976,PUMP,MediCare Solutions,CAMEROON,UGANDA,105119.28,105268.17,812.92,16.35,PANALPINA, MOMBASA ,2026-08-27 23:35:56,2026-08-28 02:35:56,2026-08-29 20:35:56,9845.14,18394.31,219.27,FOB,N,N,EAC,Y,AMZN724538,N
